MatchID,Team1,Team2,Winner,Margin,Location,Year
622,U.A.E.,Afghanistan,U.A.E.,6 wickets,ICCA Dubai,2014
623,Bangladesh,Zimbabwe,Bangladesh,5 wickets,Dhaka,2014
624,U.A.E.,Afghanistan,Afghanistan,2 wickets,ICCA Dubai,2014
625,Sri Lanka,England,England,5 wickets,Hambantota,2014
626,U.A.E.,Afghanistan,U.A.E.,30 runs,ICCA Dubai,2014
627,Sri Lanka,England,Sri Lanka,6 wickets,Colombo (RPS),2014
628,New Zealand,Pakistan,Pakistan,3 wickets,Dubai (DSC),2014
629,Sri Lanka,England,England,5 wickets,Pallekele,2014
630,New Zealand,Pakistan,New Zealand,4 wickets,Sharjah,2014
631,Sri Lanka,England,Sri Lanka,90 runs,Pallekele,2014
632,New Zealand,Pakistan,Pakistan,147 runs,Sharjah,2014
633,Sri Lanka,England,Sri Lanka,87 runs,Colombo (RPS),2014
634,New Zealand,Pakistan,New Zealand,7 runs,Abu Dhabi,2014
635,New Zealand,Pakistan,New Zealand,68 runs,Abu Dhabi,2014
636,Afghanistan,Scotland,Afghanistan,8 wickets,ICCA Dubai,2015
637,Afghanistan,Ireland,Ireland,3 wickets,Dubai (DSC),2015
638,New Zealand,Sri Lanka,New Zealand,3 wickets,Christchurch,2015
639,Ireland,Scotland,Ireland,3 wickets,Dubai (DSC),2015
640,Afghanistan,Scotland,Scotland,150 runs,Abu Dhabi,2015
641,New Zealand,Sri Lanka,Sri Lanka,6 wickets,Hamilton,2015
642,Australia,England,Australia,3 wickets,Sydney,2015
643,South Africa,West Indies,South Africa,61 runs,Durban,2015
644,New Zealand,Sri Lanka,no result,,Auckland,2015
645,Afghanistan,Ireland,Afghanistan,71 runs,Dubai (DSC),2015
646,Australia,India,Australia,4 wickets,Melbourne,2015
647,South Africa,West Indies,South Africa,148 runs,Johannesburg,2015
648,Ireland,Scotland,no result,,ICCA Dubai,2015
649,New Zealand,Sri Lanka,New Zealand,4 wickets,Nelson,2015
650,England,India,England,9 wickets,Brisbane,2015
651,South Africa,West Indies,South Africa,9 wickets,East London,2015
652,New Zealand,Sri Lanka,New Zealand,108 runs,Dunedin,2015
653,Australia,England,Australia,3 wickets,Hobart,2015
654,New Zealand,Sri Lanka,New Zealand,120 runs,Dunedin,2015
655,South Africa,West Indies,West Indies,1 wicket,Port Elizabeth,2015
656,Australia,India,no result,,Sydney,2015
657,South Africa,West Indies,South Africa,131 runs,Centurion,2015
658,New Zealand,Sri Lanka,Sri Lanka,34 runs,Wellington,2015
659,England,India,England,3 wickets,Perth,2015
660,New Zealand,Pakistan,New Zealand,7 wickets,Wellington,2015
661,Australia,England,Australia,112 runs,Perth,2015
662,New Zealand,Pakistan,New Zealand,119 runs,Napier,2015
663,New Zealand,Sri Lanka,New Zealand,98 runs,Christchurch,2015
664,Australia,England,Australia,111 runs,Melbourne,2015
665,South Africa,Zimbabwe,South Africa,62 runs,Hamilton,2015
666,India,Pakistan,India,76 runs,Adelaide,2015
667,Ireland,West Indies,Ireland,4 wickets,Nelson,2015
668,New Zealand,Scotland,New Zealand,3 wickets,Dunedin,2015
669,Afghanistan,Bangladesh,Bangladesh,105 runs,Canberra,2015
670,U.A.E.,Zimbabwe,Zimbabwe,4 wickets,Nelson,2015
671,New Zealand,England,New Zealand,8 wickets,Wellington,2015
672,Pakistan,West Indies,West Indies,150 runs,Christchurch,2015
673,Afghanistan,Sri Lanka,Sri Lanka,4 wickets,Dunedin,2015
674,India,South Africa,India,130 runs,Melbourne,2015
675,England,Scotland,England,119 runs,Christchurch,2015
676,West Indies,Zimbabwe,West Indies,73 runs,Canberra,2015
677,Ireland,U.A.E.,Ireland,2 wickets,Brisbane,2015
678,Afghanistan,Scotland,Afghanistan,1 wicket,Dunedin,2015
679,Bangladesh,Sri Lanka,Sri Lanka,92 runs,Melbourne,2015
680,South Africa,West Indies,South Africa,257 runs,Sydney,2015
681,New Zealand,Australia,New Zealand,1 wicket,Auckland,2015
682,India,U.A.E.,India,9 wickets,Perth,2015
683,England,Sri Lanka,Sri Lanka,9 wickets,Wellington,2015
684,Pakistan,Zimbabwe,Pakistan,20 runs,Brisbane,2015
685,Ireland,South Africa,South Africa,201 runs,Canberra,2015
686,Pakistan,U.A.E.,Pakistan,129 runs,Napier,2015
687,Australia,Afghanistan,Australia,275 runs,Perth,2015
688,Bangladesh,Scotland,Bangladesh,6 wickets,Nelson,2015
689,India,West Indies,India,4 wickets,Perth,2015
690,Pakistan,South Africa,Pakistan,29 runs,Auckland,2015
691,Ireland,Zimbabwe,Ireland,5 runs,Hobart,2015
692,New Zealand,Afghanistan,New Zealand,6 wickets,Napier,2015
693,Australia,Sri Lanka,Australia,64 runs,Sydney,2015
694,Bangladesh,England,Bangladesh,15 runs,Adelaide,2015
695,India,Ireland,India,8 wickets,Hamilton,2015
696,Scotland,Sri Lanka,Sri Lanka,148 runs,Hobart,2015
697,South Africa,U.A.E.,South Africa,146 runs,Wellington,2015
698,New Zealand,Bangladesh,New Zealand,3 wickets,Hamilton,2015
699,Afghanistan,England,England,9 wickets,Sydney,2015
700,India,Zimbabwe,India,6 wickets,Auckland,2015
701,Australia,Scotland,Australia,7 wickets,Hobart,2015
702,U.A.E.,West Indies,West Indies,6 wickets,Napier,2015
703,Ireland,Pakistan,Pakistan,7 wickets,Adelaide,2015
704,South Africa,Sri Lanka,South Africa,9 wickets,Sydney,2015
705,Bangladesh,India,India,109 runs,Melbourne,2015
706,Australia,Pakistan,Australia,6 wickets,Adelaide,2015
707,New Zealand,West Indies,New Zealand,143 runs,Wellington,2015
708,New Zealand,South Africa,New Zealand,4 wickets,Auckland,2015
709,Australia,India,Australia,95 runs,Sydney,2015
710,Australia,New Zealand,Australia,7 wickets,Melbourne,2015
711,Bangladesh,Pakistan,Bangladesh,79 runs,Dhaka,2015
712,Bangladesh,Pakistan,Bangladesh,7 wickets,Dhaka,2015
713,Bangladesh,Pakistan,Bangladesh,8 wickets,Dhaka,2015
714,Ireland,England,no result,,Dublin (Malahide),2015
715,Pakistan,Zimbabwe,Pakistan,41 runs,Lahore,2015
716,Pakistan,Zimbabwe,Pakistan,6 wickets,Lahore,2015
717,Pakistan,Zimbabwe,no result,,Lahore,2015
718,England,New Zealand,England,210 runs,Birmingham,2015
719,England,New Zealand,New Zealand,13 runs,The Oval,2015
720,England,New Zealand,New Zealand,3 wickets,Southampton,2015
721,England,New Zealand,England,7 wickets,Nottingham,2015
722,Bangladesh,India,Bangladesh,79 runs,Dhaka,2015
723,England,New Zealand,England,3 wickets,Chester-le-Street,2015
724,Bangladesh,India,Bangladesh,6 wickets,Dhaka,2015
725,Bangladesh,India,India,77 runs,Dhaka,2015
726,Zimbabwe,India,India,4 runs,Harare,2015
727,Bangladesh,South Africa,South Africa,8 wickets,Dhaka,2015
728,Sri Lanka,Pakistan,Pakistan,6 wickets,Dambulla,2015
729,Zimbabwe,India,India,62 runs,Harare,2015
730,Bangladesh,South Africa,Bangladesh,7 wickets,Dhaka,2015
731,Zimbabwe,India,India,83 runs,Harare,2015
732,Bangladesh,South Africa,Bangladesh,9 wickets,Chittagong,2015
733,Sri Lanka,Pakistan,Sri Lanka,2 wickets,Pallekele,2015
734,Sri Lanka,Pakistan,Pakistan,135 runs,Colombo (RPS),2015
735,Sri Lanka,Pakistan,Pakistan,7 wickets,Colombo (RPS),2015
736,Sri Lanka,Pakistan,Sri Lanka,165 runs,Hambantota,2015
737,Zimbabwe,New Zealand,Zimbabwe,7 wickets,Harare,2015
738,Zimbabwe,New Zealand,New Zealand,10 wickets,Harare,2015
739,Zimbabwe,New Zealand,New Zealand,38 runs,Harare,2015
740,South Africa,New Zealand,South Africa,20 runs,Centurion,2015
741,South Africa,New Zealand,New Zealand,8 wickets,Potchefstroom,2015
742,South Africa,New Zealand,South Africa,62 runs,Durban,2015
743,Ireland,Australia,Australia,23 runs,Belfast,2015
744,England,Australia,Australia,59 runs,Southampton,2015
745,England,Australia,Australia,64 runs,Lord's,2015
746,England,Australia,England,93 runs,Manchester,2015
747,England,Australia,England,3 wickets,Leeds,2015
748,England,Australia,Australia,8 wickets,Manchester,2015
749,Zimbabwe,Pakistan,Pakistan,131 runs,Harare,2015
750,Zimbabwe,Pakistan,Zimbabwe,5 runs,Harare,2015
751,Zimbabwe,Pakistan,Pakistan,7 wickets,Harare,2015
752,Zimbabwe,Ireland,Zimbabwe,2 wickets,Harare,2015
753,India,South Africa,South Africa,5 runs,Kanpur,2015
754,Zimbabwe,Ireland,Zimbabwe,5 wickets,Harare,2015
755,Zimbabwe,Ireland,Ireland,2 wickets,Harare,2015
756,India,South Africa,India,22 runs,Indore,2015
757,Zimbabwe,Afghanistan,Zimbabwe,8 wickets,Bulawayo,2015
758,Zimbabwe,Afghanistan,Afghanistan,58 runs,Bulawayo,2015
759,India,South Africa,South Africa,18 runs,Rajkot,2015
760,Zimbabwe,Afghanistan,Zimbabwe,6 wickets,Bulawayo,2015
761,Zimbabwe,Afghanistan,Afghanistan,3 wickets,Bulawayo,2015
762,India,South Africa,India,35 runs,Chennai,2015
763,Zimbabwe,Afghanistan,Afghanistan,73 runs,Bulawayo,2015
764,India,South Africa,South Africa,214 runs,Mumbai,2015
765,Sri Lanka,West Indies,Sri Lanka,1 wicket,Colombo (RPS),2015
766,Sri Lanka,West Indies,Sri Lanka,8 wickets,Colombo (RPS),2015
767,Bangladesh,Zimbabwe,Bangladesh,145 runs,Dhaka,2015
768,Sri Lanka,West Indies,Sri Lanka,19 runs,Pallekele,2015
769,Bangladesh,Zimbabwe,Bangladesh,58 runs,Dhaka,2015
770,Bangladesh,Zimbabwe,Bangladesh,61 runs,Dhaka,2015
771,England,Pakistan,Pakistan,6 wickets,Abu Dhabi,2015
772,England,Pakistan,England,95 runs,Abu Dhabi,2015
773,U.A.E.,Hong Kong,Hong Kong,89 runs,ICCA Dubai,2015
774,England,Pakistan,England,6 wickets,Sharjah,2015
775,U.A.E.,Hong Kong,Hong Kong,136 runs,ICCA Dubai,2015
776,England,Pakistan,England,84 runs,Dubai (DSC),2015
777,Afghanistan,Zimbabwe,Afghanistan,49 runs,Sharjah,2015
778,New Zealand,Sri Lanka,New Zealand,7 wickets,Christchurch,2015
779,New Zealand,Sri Lanka,New Zealand,10 wickets,Christchurch,2015
780,Afghanistan,Zimbabwe,Afghanistan,4 wickets,Sharjah,2015
781,New Zealand,Sri Lanka,Sri Lanka,8 wickets,Nelson,2015
782,New Zealand,Sri Lanka,no result,,Nelson,2016
783,Afghanistan,Zimbabwe,Zimbabwe,117 runs,Sharjah,2016
784,Afghanistan,Zimbabwe,Zimbabwe,65 runs,Sharjah,2016
785,New Zealand,Sri Lanka,New Zealand,36 runs,Mount Maunganui,2016
786,Afghanistan,Zimbabwe,Afghanistan,2 wickets,Sharjah,2016
787,Australia,India,Australia,5 wickets,Perth,2016
788,Australia,India,Australia,7 wickets,Brisbane,2016
789,Australia,India,Australia,3 wickets,Melbourne,2016
790,Australia,India,Australia,25 runs,Canberra,2016
791,Australia,India,India,6 wickets,Sydney,2016
792,New Zealand,Pakistan,New Zealand,70 runs,Wellington,2016
793,Hong Kong,Scotland,Hong Kong,109 runs,Mong Kok,2016
794,New Zealand,Pakistan,New Zealand,3 wickets,Auckland,2016
795,New Zealand,Australia,New Zealand,159 runs,Auckland,2016
796,South Africa,England,England,39 runs,Bloemfontein,2016
797,New Zealand,Australia,Australia,4 wickets,Wellington,2016
798,South Africa,England,England,5 wickets,Port Elizabeth,2016
799,New Zealand,Australia,New Zealand,55 runs,Hamilton,2016
800,South Africa,England,South Africa,7 wickets,Centurion,2016
801,South Africa,England,South Africa,1 wicket,Johannesburg,2016
802,South Africa,England,South Africa,5 wickets,Cape Town,2016
803,West Indies,South Africa,West Indies,4 wickets,Providence,2016
804,West Indies,Australia,Australia,6 wickets,Providence,2016
805,Australia,South Africa,South Africa,47 runs,Providence,2016
806,Zimbabwe,India,India,9 wickets,Harare,2016
807,Australia,South Africa,Australia,36 runs,Basseterre,2016
808,Zimbabwe,India,India,8 wickets,Harare,2016
809,West Indies,Australia,West Indies,4 wickets,Basseterre,2016
810,Zimbabwe,India,India,10 wickets,Harare,2016
811,West Indies,South Africa,South Africa,139 runs,Basseterre,2016
812,Ireland,Sri Lanka,Sri Lanka,76 runs,Dublin (Malahide),2016
813,Ireland,Sri Lanka,Sri Lanka,136 runs,Dublin (Malahide),2016
814,Australia,South Africa,no result,,Bridgetown,2016
815,England,Sri Lanka,tied,,Nottingham,2016
816,West Indies,Australia,Australia,6 wickets,Bridgetown,2016
817,England,Sri Lanka,England,10 wickets,Birmingham,2016
818,West Indies,South Africa,West Indies,100 runs,Bridgetown,2016
819,England,Sri Lanka,no result,,Bristol,2016
820,West Indies,Australia,Australia,58 runs,Bridgetown,2016
821,England,Sri Lanka,England,6 wickets,The Oval,2016
822,England,Sri Lanka,England,122 runs,Cardiff,2016
823,Scotland,Afghanistan,no result,,Edinburgh,2016
824,Scotland,Afghanistan,Afghanistan,78 runs,Edinburgh,2016
825,Ireland,Afghanistan,Afghanistan,39 runs,Belfast,2016
826,Ireland,Afghanistan,Ireland,6 wickets,Belfast,2016
827,Ireland,Afghanistan,Afghanistan,79 runs,Belfast,2016
828,Ireland,Afghanistan,Ireland,12 runs,Belfast,2016
829,Scotland,U.A.E.,Scotland,98 runs,Edinburgh,2016
830,Scotland,U.A.E.,Scotland,7 wickets,Edinburgh,2016
831,Ireland,Pakistan,Pakistan,255 runs,Dublin (Malahide),2016
832,Sri Lanka,Australia,Australia,3 wickets,Colombo (RPS),2016
833,Sri Lanka,Australia,Sri Lanka,82 runs,Colombo (RPS),2016
834,England,Pakistan,England,44 runs,Southampton,2016
835,England,Pakistan,England,4 wickets,Lord's,2016
836,Sri Lanka,Australia,Australia,2 wickets,Dambulla,2016
837,England,Pakistan,England,169 runs,Nottingham,2016
838,Sri Lanka,Australia,Australia,6 wickets,Dambulla,2016
839,England,Pakistan,England,4 wickets,Leeds,2016
840,Sri Lanka,Australia,Australia,5 wickets,Pallekele,2016
841,England,Pakistan,Pakistan,4 wickets,Cardiff,2016
842,Scotland,Hong Kong,no result,,Edinburgh,2016
843,Scotland,Hong Kong,Scotland,53 runs,Edinburgh,2016
844,South Africa,Ireland,South Africa,206 runs,Benoni,2016
845,Bangladesh,Afghanistan,Bangladesh,7 runs,Dhaka,2016
846,Australia,Ireland,Australia,9 wickets,Benoni,2016
847,Bangladesh,Afghanistan,Afghanistan,2 wickets,Dhaka,2016
848,Pakistan,West Indies,Pakistan,111 runs,Sharjah,2016
849,South Africa,Australia,South Africa,6 wickets,Centurion,2016
850,Bangladesh,Afghanistan,Bangladesh,141 runs,Dhaka,2016
851,South Africa,Australia,South Africa,142 runs,Johannesburg,2016
852,Pakistan,West Indies,Pakistan,59 runs,Sharjah,2016
853,Pakistan,West Indies,Pakistan,136 runs,Abu Dhabi,2016
854,South Africa,Australia,South Africa,4 wickets,Durban,2016
855,Bangladesh,England,England,21 runs,Dhaka,2016
856,South Africa,Australia,South Africa,6 wickets,Port Elizabeth,2016
857,Bangladesh,England,Bangladesh,34 runs,Dhaka,2016
858,Bangladesh,England,England,4 wickets,Chittagong,2016
859,South Africa,Australia,South Africa,31 runs,Cape Town,2016
860,India,New Zealand,India,6 wickets,Dharamsala,2016
861,India,New Zealand,New Zealand,6 runs,Delhi,2016
862,India,New Zealand,India,7 wickets,Mohali,2016
863,India,New Zealand,New Zealand,19 runs,Ranchi,2016
864,India,New Zealand,India,190 runs,Visakhapatnam,2016
865,Hong Kong,P.N.G.,Hong Kong,106 runs,Mong Kok,2016
866,Hong Kong,P.N.G.,P.N.G.,14 runs,Mong Kok,2016
867,Hong Kong,P.N.G.,Hong Kong,7 wickets,Mong Kok,2016
868,Zimbabwe,Sri Lanka,Sri Lanka,8 wickets,Harare,2016
869,Sri Lanka,West Indies,West Indies,62 runs,Harare,2016
870,Zimbabwe,West Indies,tied,,Bulawayo,2016
871,Zimbabwe,Sri Lanka,no result,,Bulawayo,2016
872,Sri Lanka,West Indies,Sri Lanka,1 run,Bulawayo,2016
873,Zimbabwe,West Indies,Zimbabwe,5 runs,Bulawayo,2016
874,Zimbabwe,Sri Lanka,Sri Lanka,6 wickets,Bulawayo,2016
875,Australia,New Zealand,Australia,68 runs,Sydney,2016
876,Australia,New Zealand,Australia,116 runs,Canberra,2016
877,Australia,New Zealand,Australia,117 runs,Melbourne,2016
878,New Zealand,Bangladesh,New Zealand,77 runs,Christchurch,2016
879,New Zealand,Bangladesh,New Zealand,67 runs,Nelson,2016
880,New Zealand,Bangladesh,New Zealand,8 wickets,Nelson,2016
881,Australia,Pakistan,Australia,92 runs,Brisbane,2017
882,Australia,Pakistan,Pakistan,6 wickets,Melbourne,2017
883,India,England,India,3 wickets,Pune,2017
884,Australia,Pakistan,Australia,7 wickets,Perth,2017
885,India,England,India,15 runs,Cuttack,2017
886,Australia,Pakistan,Australia,86 runs,Sydney,2017
887,Hong Kong,Scotland,Hong Kong,7 wickets,Abu Dhabi,2017
888,India,England,England,5 runs,Kolkata,2017
889,U.A.E.,Scotland,U.A.E.,4 wickets,Dubai (DSC),2017
890,Australia,Pakistan,Australia,57 runs,Adelaide,2017
891,U.A.E.,Hong Kong,U.A.E.,6 wickets,Dubai (DSC),2017
892,South Africa,Sri Lanka,South Africa,8 wickets,Port Elizabeth,2017
893,New Zealand,Australia,New Zealand,6 runs,Auckland,2017
894,South Africa,Sri Lanka,South Africa,121 runs,Durban,2017
895,South Africa,Sri Lanka,South Africa,7 wickets,Johannesburg,2017
896,New Zealand,Australia,New Zealand,24 runs,Hamilton,2017
897,South Africa,Sri Lanka,South Africa,40 runs,Cape Town,2017
898,South Africa,Sri Lanka,South Africa,88 runs,Centurion,2017
899,Zimbabwe,Afghanistan,Afghanistan,12 runs,Harare,2017
900,New Zealand,South Africa,South Africa,4 wickets,Hamilton,2017
901,Zimbabwe,Afghanistan,Afghanistan,54 runs,Harare,2017
902,Zimbabwe,Afghanistan,Zimbabwe,3 runs,Harare,2017
903,New Zealand,South Africa,New Zealand,6 runs,Christchurch,2017
904,Zimbabwe,Afghanistan,Zimbabwe,7 wickets,Harare,2017
905,New Zealand,South Africa,South Africa,159 runs,Wellington,2017
906,Zimbabwe,Afghanistan,Afghanistan,106 runs,Harare,2017
907,New Zealand,South Africa,New Zealand,7 wickets,Hamilton,2017
908,U.A.E.,Ireland,Ireland,85 runs,ICCA Dubai,2017
909,West Indies,England,England,45 runs,North Sound,2017
910,New Zealand,South Africa,South Africa,6 wickets,Auckland,2017
911,U.A.E.,Ireland,Ireland,8 wickets,ICCA Dubai,2017
912,West Indies,England,England,4 wickets,North Sound,2017
913,West Indies,England,England,186 runs,Bridgetown,2017
914,Afghanistan,Ireland,Afghanistan,30 runs,Greater Noida,2017
915,Afghanistan,Ireland,Afghanistan,34 runs,Greater Noida,2017
916,Afghanistan,Ireland,Ireland,6 wickets,Greater Noida,2017
917,Afghanistan,Ireland,Ireland,3 wickets,Greater Noida,2017
918,Afghanistan,Ireland,Afghanistan,7 wickets,Greater Noida,2017
919,Sri Lanka,Bangladesh,Bangladesh,90 runs,Dambulla,2017
920,Sri Lanka,Bangladesh,no result,,Dambulla,2017
921,U.A.E.,P.N.G.,U.A.E.,82 runs,Abu Dhabi,2017
922,Sri Lanka,Bangladesh,Sri Lanka,70 runs,Colombo (SSC),2017
923,U.A.E.,P.N.G.,P.N.G.,26 runs,Abu Dhabi,2017
924,U.A.E.,P.N.G.,U.A.E.,103 runs,Abu Dhabi,2017
925,West Indies,Pakistan,West Indies,4 wickets,Providence,2017
926,West Indies,Pakistan,Pakistan,74 runs,Providence,2017
